TransactionNo,Items,DateTime,Daypart,DayType,Season
5803,Coffee,2017-02-02 14:00:10,Afternoon,Weekday,Autumn
5804,Medialuna,2017-02-02 14:02:09,Afternoon,Weekday,Autumn
5805,Jam,2017-02-02 14:02:45,Afternoon,Weekday,Autumn
5805,Scandinavian,2017-02-02 14:02:45,Afternoon,Weekday,Autumn
5806,Cake,2017-02-02 14:09:18,Afternoon,Weekday,Autumn
5807,Juice,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5807,Coffee,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5807,Coffee,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5807,Bare Popcorn,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5807,Salad,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5807,Extra Salami or Feta,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5807,Spanish Brunch,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5807,Farm House,2017-02-02 14:11:05,Afternoon,Weekday,Autumn
5808,Bare Popcorn,2017-02-02 14:12:19,Afternoon,Weekday,Autumn
5809,Valentine's card,2017-02-02 14:15:43,Afternoon,Weekday,Autumn
5810,Tea,2017-02-02 14:39:51,Afternoon,Weekday,Autumn
5810,Sandwich,2017-02-02 14:39:51,Afternoon,Weekday,Autumn
5810,Bread,2017-02-02 14:39:51,Afternoon,Weekday,Autumn
5810,Cake,2017-02-02 14:39:51,Afternoon,Weekday,Autumn
5811,Tea,2017-02-02 14:42:59,Afternoon,Weekday,Autumn
5811,Tea,2017-02-02 14:42:59,Afternoon,Weekday,Autumn
5811,Spanish Brunch,2017-02-02 14:42:59,Afternoon,Weekday,Autumn
5811,Chicken Stew,2017-02-02 14:42:59,Afternoon,Weekday,Autumn
5811,Fudge,2017-02-02 14:42:59,Afternoon,Weekday,Autumn
5811,Alfajores,2017-02-02 14:42:59,Afternoon,Weekday,Autumn
5812,Coffee,2017-02-02 14:43:25,Afternoon,Weekday,Autumn
5813,Coffee,2017-02-02 15:10:20,Afternoon,Weekday,Autumn
5813,Pastry,2017-02-02 15:10:20,Afternoon,Weekday,Autumn
5813,Bread,2017-02-02 15:10:20,Afternoon,Weekday,Autumn
5814,Bread,2017-02-02 15:15:08,Afternoon,Weekday,Autumn
5814,Alfajores,2017-02-02 15:15:08,Afternoon,Weekday,Autumn
5815,Coffee,2017-02-02 15:17:33,Afternoon,Weekday,Autumn
5815,Coffee,2017-02-02 15:17:33,Afternoon,Weekday,Autumn
5815,Cookies,2017-02-02 15:17:33,Afternoon,Weekday,Autumn
5816,Bread,2017-02-02 15:35:46,Afternoon,Weekday,Autumn
5817,Coffee,2017-02-02 15:44:42,Afternoon,Weekday,Autumn
5818,Coffee,2017-02-02 15:58:52,Afternoon,Weekday,Autumn
5818,Coffee,2017-02-02 15:58:52,Afternoon,Weekday,Autumn
5818,Juice,2017-02-02 15:58:52,Afternoon,Weekday,Autumn
5818,Cake,2017-02-02 15:58:52,Afternoon,Weekday,Autumn
5818,Alfajores,2017-02-02 15:58:52,Afternoon,Weekday,Autumn
5819,Hot chocolate,2017-02-02 15:59:20,Afternoon,Weekday,Autumn
5820,Coke,2017-02-02 16:04:26,Afternoon,Weekday,Autumn
5820,Sandwich,2017-02-02 16:04:26,Afternoon,Weekday,Autumn
5821,Bread,2017-02-02 16:11:51,Afternoon,Weekday,Autumn
5822,Baguette,2017-02-02 16:16:48,Afternoon,Weekday,Autumn
5823,Coffee,2017-02-02 16:37:15,Afternoon,Weekday,Autumn
5823,Bread,2017-02-02 16:37:15,Afternoon,Weekday,Autumn
5823,Cookies,2017-02-02 16:37:15,Afternoon,Weekday,Autumn
5823,Juice,2017-02-02 16:37:15,Afternoon,Weekday,Autumn
5824,Coffee,2017-02-02 17:34:16,Evening,Weekday,Autumn
5824,Cake,2017-02-02 17:34:16,Evening,Weekday,Autumn
5826,Bread,2017-03-02 08:37:31,Morning,Weekday,Autumn
5827,Bread,2017-03-02 08:54:47,Morning,Weekday,Autumn
5828,Bread,2017-03-02 09:02:10,Morning,Weekday,Autumn
5828,Toast,2017-03-02 09:02:10,Morning,Weekday,Autumn
5829,Bread,2017-03-02 09:05:25,Morning,Weekday,Autumn
5829,Tea,2017-03-02 09:05:25,Morning,Weekday,Autumn
5829,Toast,2017-03-02 09:05:25,Morning,Weekday,Autumn
5829,Cake,2017-03-02 09:05:25,Morning,Weekday,Autumn
5830,Toast,2017-03-02 09:08:45,Morning,Weekday,Autumn
5830,Bread,2017-03-02 09:08:45,Morning,Weekday,Autumn
5831,Cookies,2017-03-02 09:09:56,Morning,Weekday,Autumn
5832,Coffee,2017-03-02 09:29:18,Morning,Weekday,Autumn
5832,Coffee,2017-03-02 09:29:18,Morning,Weekday,Autumn
5832,Toast,2017-03-02 09:29:18,Morning,Weekday,Autumn
5833,Bread,2017-03-02 09:41:13,Morning,Weekday,Autumn
5833,Pastry,2017-03-02 09:41:13,Morning,Weekday,Autumn
5834,Bread,2017-03-02 09:55:37,Morning,Weekday,Autumn
5834,Hot chocolate,2017-03-02 09:55:37,Morning,Weekday,Autumn
5834,Medialuna,2017-03-02 09:55:37,Morning,Weekday,Autumn
5835,Farm House,2017-03-02 10:27:06,Morning,Weekday,Autumn
5836,Coffee,2017-03-02 10:41:45,Morning,Weekday,Autumn
5837,Farm House,2017-03-02 10:44:28,Morning,Weekday,Autumn
5837,Gingerbread syrup,2017-03-02 10:44:28,Morning,Weekday,Autumn
5838,Coffee,2017-03-02 10:50:03,Morning,Weekday,Autumn
5838,Coffee,2017-03-02 10:50:03,Morning,Weekday,Autumn
5838,Coffee,2017-03-02 10:50:03,Morning,Weekday,Autumn
5838,Bread,2017-03-02 10:50:03,Morning,Weekday,Autumn
5838,Pastry,2017-03-02 10:50:03,Morning,Weekday,Autumn
5838,Alfajores,2017-03-02 10:50:03,Morning,Weekday,Autumn
5839,Coffee,2017-03-02 10:56:48,Morning,Weekday,Autumn
5839,Sandwich,2017-03-02 10:56:48,Morning,Weekday,Autumn
5839,Baguette,2017-03-02 10:56:48,Morning,Weekday,Autumn
5840,Coffee,2017-03-02 10:58:45,Morning,Weekday,Autumn
5840,Medialuna,2017-03-02 10:58:45,Morning,Weekday,Autumn
5841,Bread,2017-03-02 10:59:28,Morning,Weekday,Autumn
5842,Scandinavian,2017-03-02 11:08:32,Morning,Weekday,Autumn
5843,Cookies,2017-03-02 11:10:03,Morning,Weekday,Autumn
5843,Bread,2017-03-02 11:10:03,Morning,Weekday,Autumn
5843,Bread,2017-03-02 11:10:03,Morning,Weekday,Autumn
5844,Coke,2017-03-02 11:14:50,Morning,Weekday,Autumn
5845,Medialuna,2017-03-02 11:22:03,Morning,Weekday,Autumn
5845,Pastry,2017-03-02 11:22:03,Morning,Weekday,Autumn
5846,Coffee,2017-03-02 11:24:15,Morning,Weekday,Autumn
5846,Tea,2017-03-02 11:24:15,Morning,Weekday,Autumn
5846,Toast,2017-03-02 11:24:15,Morning,Weekday,Autumn
5847,Alfajores,2017-03-02 11:24:44,Morning,Weekday,Autumn
5848,Bread,2017-03-02 11:25:13,Morning,Weekday,Autumn
5849,Coffee,2017-03-02 11:35:15,Morning,Weekday,Autumn
5849,Bread,2017-03-02 11:35:15,Morning,Weekday,Autumn
5849,Bread,2017-03-02 11:35:15,Morning,Weekday,Autumn
5850,Coffee,2017-03-02 11:36:00,Morning,Weekday,Autumn
5850,Bread,2017-03-02 11:36:00,Morning,Weekday,Autumn
5850,Sandwich,2017-03-02 11:36:00,Morning,Weekday,Autumn
5851,Coffee,2017-03-02 11:41:14,Morning,Weekday,Autumn
5851,Alfajores,2017-03-02 11:41:14,Morning,Weekday,Autumn
5852,Truffles,2017-03-02 11:46:19,Morning,Weekday,Autumn
5852,Juice,2017-03-02 11:46:19,Morning,Weekday,Autumn
5852,Coffee,2017-03-02 11:46:19,Morning,Weekday,Autumn
5852,Bread,2017-03-02 11:46:19,Morning,Weekday,Autumn
5852,Pastry,2017-03-02 11:46:19,Morning,Weekday,Autumn
5852,Scone,2017-03-02 11:46:19,Morning,Weekday,Autumn
5853,Scandinavian,2017-03-02 11:48:12,Morning,Weekday,Autumn
5853,Bread,2017-03-02 11:48:12,Morning,Weekday,Autumn
5854,Bread,2017-03-02 11:49:40,Morning,Weekday,Autumn
5855,Tea,2017-03-02 12:10:51,Afternoon,Weekday,Autumn
5855,Soup,2017-03-02 12:10:51,Afternoon,Weekday,Autumn
5856,Soup,2017-03-02 12:11:58,Afternoon,Weekday,Autumn
5856,Truffles,2017-03-02 12:11:58,Afternoon,Weekday,Autumn
5857,Soup,2017-03-02 12:13:27,Afternoon,Weekday,Autumn
5857,Scone,2017-03-02 12:13:27,Afternoon,Weekday,Autumn
5857,Tea,2017-03-02 12:13:27,Afternoon,Weekday,Autumn
5858,Truffles,2017-03-02 12:14:53,Afternoon,Weekday,Autumn
5858,Sandwich,2017-03-02 12:14:53,Afternoon,Weekday,Autumn
5859,Soup,2017-03-02 12:17:05,Afternoon,Weekday,Autumn
5859,Coffee,2017-03-02 12:17:05,Afternoon,Weekday,Autumn
5860,Cake,2017-03-02 12:18:22,Afternoon,Weekday,Autumn
5861,Soup,2017-03-02 12:26:43,Afternoon,Weekday,Autumn
5862,Coffee,2017-03-02 12:36:28,Afternoon,Weekday,Autumn
5862,Toast,2017-03-02 12:36:28,Afternoon,Weekday,Autumn
5863,Bread,2017-03-02 12:37:30,Afternoon,Weekday,Autumn
5864,Bread,2017-03-02 13:11:24,Afternoon,Weekday,Autumn
5865,Tea,2017-03-02 13:19:18,Afternoon,Weekday,Autumn
5865,Bread,2017-03-02 13:19:18,Afternoon,Weekday,Autumn
5866,Coffee,2017-03-02 13:25:19,Afternoon,Weekday,Autumn
5866,Chicken Stew,2017-03-02 13:25:19,Afternoon,Weekday,Autumn
5866,Toast,2017-03-02 13:25:19,Afternoon,Weekday,Autumn
5867,Bread,2017-03-02 13:49:10,Afternoon,Weekday,Autumn
5868,Sandwich,2017-03-02 13:54:28,Afternoon,Weekday,Autumn
5868,Coffee,2017-03-02 13:54:28,Afternoon,Weekday,Autumn
5868,Cake,2017-03-02 13:54:28,Afternoon,Weekday,Autumn
5868,Coffee,2017-03-02 13:54:28,Afternoon,Weekday,Autumn
5868,Sandwich,2017-03-02 13:54:28,Afternoon,Weekday,Autumn
5869,Cake,2017-03-02 13:58:51,Afternoon,Weekday,Autumn
5870,Cookies,2017-03-02 14:00:52,Afternoon,Weekday,Autumn
5870,Bread,2017-03-02 14:00:52,Afternoon,Weekday,Autumn
5871,Coffee,2017-03-02 14:19:46,Afternoon,Weekday,Autumn
5871,Hot chocolate,2017-03-02 14:19:46,Afternoon,Weekday,Autumn
5871,Juice,2017-03-02 14:19:46,Afternoon,Weekday,Autumn
5871,Truffles,2017-03-02 14:19:46,Afternoon,Weekday,Autumn
5871,Mineral water,2017-03-02 14:19:46,Afternoon,Weekday,Autumn
5871,Sandwich,2017-03-02 14:19:46,Afternoon,Weekday,Autumn
5871,Sandwich,2017-03-02 14:19:46,Afternoon,Weekday,Autumn
5872,Coffee,2017-03-02 14:30:08,Afternoon,Weekday,Autumn
5872,Sandwich,2017-03-02 14:30:08,Afternoon,Weekday,Autumn
5873,Coffee,2017-03-02 14:31:08,Afternoon,Weekday,Autumn
5873,Bread,2017-03-02 14:31:08,Afternoon,Weekday,Autumn
5874,Tea,2017-03-02 14:49:20,Afternoon,Weekday,Autumn
5874,Coffee,2017-03-02 14:49:20,Afternoon,Weekday,Autumn
5874,Bread,2017-03-02 14:49:20,Afternoon,Weekday,Autumn
5875,Afternoon with the baker,2017-03-02 14:55:02,Afternoon,Weekday,Autumn
5876,Tea,2017-03-02 15:11:25,Afternoon,Weekday,Autumn
5876,Cookies,2017-03-02 15:11:25,Afternoon,Weekday,Autumn
5877,Coffee,2017-03-02 15:14:12,Afternoon,Weekday,Autumn
5877,Soup,2017-03-02 15:14:12,Afternoon,Weekday,Autumn
5878,Soup,2017-03-02 15:14:59,Afternoon,Weekday,Autumn
5878,Coffee,2017-03-02 15:14:59,Afternoon,Weekday,Autumn
5879,Farm House,2017-03-02 15:47:52,Afternoon,Weekday,Autumn
5880,Coffee,2017-03-02 15:57:43,Afternoon,Weekday,Autumn
5880,Cake,2017-03-02 15:57:43,Afternoon,Weekday,Autumn
5881,Coffee,2017-03-02 15:58:07,Afternoon,Weekday,Autumn
5882,Coffee,2017-03-02 15:58:49,Afternoon,Weekday,Autumn
5883,Coffee,2017-03-02 16:06:26,Afternoon,Weekday,Autumn
5883,Tea,2017-03-02 16:06:26,Afternoon,Weekday,Autumn
5884,Bread,2017-03-02 16:27:43,Afternoon,Weekday,Autumn
5884,Bread,2017-03-02 16:27:43,Afternoon,Weekday,Autumn
5884,Eggs,2017-03-02 16:27:43,Afternoon,Weekday,Autumn
5885,Baguette,2017-03-02 16:38:18,Afternoon,Weekday,Autumn
5885,Scandinavian,2017-03-02 16:38:18,Afternoon,Weekday,Autumn
5886,Coffee,2017-03-02 16:43:37,Afternoon,Weekday,Autumn
5886,Bread,2017-03-02 16:43:37,Afternoon,Weekday,Autumn
5887,Coffee,2017-03-02 16:44:34,Afternoon,Weekday,Autumn
5887,Scone,2017-03-02 16:44:34,Afternoon,Weekday,Autumn
5888,Eggs,2017-03-02 16:53:20,Afternoon,Weekday,Autumn
5888,Hot chocolate,2017-03-02 16:53:20,Afternoon,Weekday,Autumn
5888,Coffee,2017-03-02 16:53:20,Afternoon,Weekday,Autumn
5888,Alfajores,2017-03-02 16:53:20,Afternoon,Weekday,Autumn
5889,Bread,2017-03-02 17:19:08,Evening,Weekday,Autumn
5889,Tea,2017-03-02 17:19:08,Evening,Weekday,Autumn
5890,Coffee,2017-04-02 07:56:19,Morning,Weekend,Autumn
5891,Coffee,2017-04-02 08:30:07,Morning,Weekend,Autumn
5892,Cake,2017-04-02 09:06:33,Morning,Weekend,Autumn
5893,Pastry,2017-04-02 09:08:41,Morning,Weekend,Autumn
5893,Baguette,2017-04-02 09:08:41,Morning,Weekend,Autumn
5894,Coffee,2017-04-02 09:17:08,Morning,Weekend,Autumn
5894,Coffee,2017-04-02 09:17:08,Morning,Weekend,Autumn
5894,Toast,2017-04-02 09:17:08,Morning,Weekend,Autumn
5895,Extra Salami or Feta,2017-04-02 09:31:32,Morning,Weekend,Autumn
5895,Coffee,2017-04-02 09:31:32,Morning,Weekend,Autumn
5896,Bread,2017-04-02 09:35:29,Morning,Weekend,Autumn
5896,Pastry,2017-04-02 09:35:29,Morning,Weekend,Autumn
5897,Scandinavian,2017-04-02 09:45:28,Morning,Weekend,Autumn
5898,Pastry,2017-04-02 09:48:52,Morning,Weekend,Autumn
5898,Coffee,2017-04-02 09:48:52,Morning,Weekend,Autumn
5899,Coffee,2017-04-02 09:53:10,Morning,Weekend,Autumn
5899,Coffee,2017-04-02 09:53:10,Morning,Weekend,Autumn
5899,Cookies,2017-04-02 09:53:10,Morning,Weekend,Autumn
5900,Coffee,2017-04-02 09:55:03,Morning,Weekend,Autumn
5901,Farm House,2017-04-02 09:57:01,Morning,Weekend,Autumn
5902,Farm House,2017-04-02 10:00:04,Morning,Weekend,Autumn
5902,Cake,2017-04-02 10:00:04,Morning,Weekend,Autumn
5903,Coffee,2017-04-02 10:03:11,Morning,Weekend,Autumn
5903,Coffee,2017-04-02 10:03:11,Morning,Weekend,Autumn
5904,Coffee,2017-04-02 10:08:58,Morning,Weekend,Autumn
5905,Coffee,2017-04-02 10:21:23,Morning,Weekend,Autumn
5905,Bread,2017-04-02 10:21:23,Morning,Weekend,Autumn
5905,Bread,2017-04-02 10:21:23,Morning,Weekend,Autumn
5905,Pastry,2017-04-02 10:21:23,Morning,Weekend,Autumn
5906,Bread,2017-04-02 10:22:25,Morning,Weekend,Autumn
5907,Toast,2017-04-02 10:23:04,Morning,Weekend,Autumn
5907,Truffles,2017-04-02 10:23:04,Morning,Weekend,Autumn
5907,Bread,2017-04-02 10:23:04,Morning,Weekend,Autumn
5908,Bread,2017-04-02 10:30:23,Morning,Weekend,Autumn
5909,Jam,2017-04-02 10:32:18,Morning,Weekend,Autumn
5910,Coffee,2017-04-02 10:37:20,Morning,Weekend,Autumn
5910,Coffee,2017-04-02 10:37:20,Morning,Weekend,Autumn
5911,Coffee,2017-04-02 10:38:41,Morning,Weekend,Autumn
5912,Bread,2017-04-02 10:39:03,Morning,Weekend,Autumn
5913,Coffee,2017-04-02 10:48:59,Morning,Weekend,Autumn
5914,Tea,2017-04-02 10:49:38,Morning,Weekend,Autumn
5914,Coffee,2017-04-02 10:49:38,Morning,Weekend,Autumn
5914,Cake,2017-04-02 10:49:38,Morning,Weekend,Autumn
5915,Coffee,2017-04-02 10:58:00,Morning,Weekend,Autumn
5915,Coffee,2017-04-02 10:58:00,Morning,Weekend,Autumn
5915,Brownie,2017-04-02 10:58:00,Morning,Weekend,Autumn
5916,Farm House,2017-04-02 11:03:22,Morning,Weekend,Autumn
5917,Coffee,2017-04-02 11:05:02,Morning,Weekend,Autumn
5918,Sandwich,2017-04-02 11:07:58,Morning,Weekend,Autumn
5918,Coffee,2017-04-02 11:07:58,Morning,Weekend,Autumn
5919,Farm House,2017-04-02 11:09:58,Morning,Weekend,Autumn
5919,Pastry,2017-04-02 11:09:58,Morning,Weekend,Autumn
5920,Tea,2017-04-02 11:21:36,Morning,Weekend,Autumn
5920,Truffles,2017-04-02 11:21:36,Morning,Weekend,Autumn
5921,Bread,2017-04-02 11:24:33,Morning,Weekend,Autumn
5922,Bread,2017-04-02 11:38:07,Morning,Weekend,Autumn
5923,Hot chocolate,2017-04-02 11:42:00,Morning,Weekend,Autumn
5924,Bread,2017-04-02 11:45:01,Morning,Weekend,Autumn
5924,Baguette,2017-04-02 11:45:01,Morning,Weekend,Autumn
5925,Bread,2017-04-02 11:45:37,Morning,Weekend,Autumn
5926,Bread,2017-04-02 11:48:15,Morning,Weekend,Autumn
5927,Scandinavian,2017-04-02 11:49:21,Morning,Weekend,Autumn
5927,Farm House,2017-04-02 11:49:21,Morning,Weekend,Autumn
5928,Pastry,2017-04-02 11:51:05,Morning,Weekend,Autumn
5928,Bread,2017-04-02 11:51:05,Morning,Weekend,Autumn
5929,Sandwich,2017-04-02 11:51:30,Morning,Weekend,Autumn
5930,Bread,2017-04-02 11:56:40,Morning,Weekend,Autumn
5930,Baguette,2017-04-02 11:56:40,Morning,Weekend,Autumn
5931,Coffee,2017-04-02 11:57:39,Morning,Weekend,Autumn
5931,Coffee,2017-04-02 11:57:39,Morning,Weekend,Autumn
5931,Hot chocolate,2017-04-02 11:57:39,Morning,Weekend,Autumn
5931,Cake,2017-04-02 11:57:39,Morning,Weekend,Autumn
5932,Coffee,2017-04-02 11:58:58,Morning,Weekend,Autumn
5932,Pastry,2017-04-02 11:58:58,Morning,Weekend,Autumn
5933,Coffee,2017-04-02 12:00:50,Afternoon,Weekend,Autumn
5933,Coffee,2017-04-02 12:00:50,Afternoon,Weekend,Autumn
5934,Coffee,2017-04-02 12:05:08,Afternoon,Weekend,Autumn
5934,Coffee,2017-04-02 12:05:08,Afternoon,Weekend,Autumn
5934,Cake,2017-04-02 12:05:08,Afternoon,Weekend,Autumn
5934,Brownie,2017-04-02 12:05:08,Afternoon,Weekend,Autumn
5935,The Nomad,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5935,Granola,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5935,Coffee,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5935,Coffee,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5935,Cookies,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5935,Pastry,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5935,Scone,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5935,Tea,2017-04-02 12:07:39,Afternoon,Weekend,Autumn
5936,Coffee,2017-04-02 12:08:09,Afternoon,Weekend,Autumn
5937,Bread,2017-04-02 12:10:08,Afternoon,Weekend,Autumn
5937,Fudge,2017-04-02 12:10:08,Afternoon,Weekend,Autumn
5937,Cookies,2017-04-02 12:10:08,Afternoon,Weekend,Autumn
5938,Scandinavian,2017-04-02 12:11:28,Afternoon,Weekend,Autumn
5938,Alfajores,2017-04-02 12:11:28,Afternoon,Weekend,Autumn
5939,Scone,2017-04-02 12:15:44,Afternoon,Weekend,Autumn
5939,Coffee,2017-04-02 12:15:44,Afternoon,Weekend,Autumn
5940,Bread,2017-04-02 12:19:44,Afternoon,Weekend,Autumn
5940,Pastry,2017-04-02 12:19:44,Afternoon,Weekend,Autumn
5940,Coffee,2017-04-02 12:19:44,Afternoon,Weekend,Autumn
5941,Tea,2017-04-02 12:24:46,Afternoon,Weekend,Autumn
5941,Alfajores,2017-04-02 12:24:46,Afternoon,Weekend,Autumn
5941,Pastry,2017-04-02 12:24:46,Afternoon,Weekend,Autumn
5942,Pastry,2017-04-02 12:26:36,Afternoon,Weekend,Autumn
5942,Coffee,2017-04-02 12:26:36,Afternoon,Weekend,Autumn
5942,Coffee,2017-04-02 12:26:36,Afternoon,Weekend,Autumn
5943,Sandwich,2017-04-02 12:33:29,Afternoon,Weekend,Autumn
5943,Sandwich,2017-04-02 12:33:29,Afternoon,Weekend,Autumn
5944,Cake,2017-04-02 12:38:34,Afternoon,Weekend,Autumn
5945,Medialuna,2017-04-02 12:42:33,Afternoon,Weekend,Autumn
5945,Bread,2017-04-02 12:42:33,Afternoon,Weekend,Autumn
5946,Coffee,2017-04-02 12:44:36,Afternoon,Weekend,Autumn
5946,Brownie,2017-04-02 12:44:36,Afternoon,Weekend,Autumn
5946,Cake,2017-04-02 12:44:36,Afternoon,Weekend,Autumn
5947,Cake,2017-04-02 12:49:53,Afternoon,Weekend,Autumn
5947,Cookies,2017-04-02 12:49:53,Afternoon,Weekend,Autumn
5947,Tea,2017-04-02 12:49:53,Afternoon,Weekend,Autumn
5947,Smoothies,2017-04-02 12:49:53,Afternoon,Weekend,Autumn
5947,Coffee,2017-04-02 12:49:53,Afternoon,Weekend,Autumn
5948,Tea,2017-04-02 12:51:42,Afternoon,Weekend,Autumn
5948,Coffee,2017-04-02 12:51:42,Afternoon,Weekend,Autumn
5948,Truffles,2017-04-02 12:51:42,Afternoon,Weekend,Autumn
5949,Bread,2017-04-02 12:52:39,Afternoon,Weekend,Autumn
5949,Brownie,2017-04-02 12:52:39,Afternoon,Weekend,Autumn
5950,Coffee,2017-04-02 12:55:55,Afternoon,Weekend,Autumn
5950,Spanish Brunch,2017-04-02 12:55:55,Afternoon,Weekend,Autumn
5951,Scandinavian,2017-04-02 13:05:51,Afternoon,Weekend,Autumn
5952,Cookies,2017-04-02 13:08:48,Afternoon,Weekend,Autumn
5953,Coffee,2017-04-02 13:10:59,Afternoon,Weekend,Autumn
5953,Mineral water,2017-04-02 13:10:59,Afternoon,Weekend,Autumn
5953,Bread,2017-04-02 13:10:59,Afternoon,Weekend,Autumn
5954,Spanish Brunch,2017-04-02 13:20:16,Afternoon,Weekend,Autumn
5954,Juice,2017-04-02 13:20:16,Afternoon,Weekend,Autumn
5954,Coffee,2017-04-02 13:20:16,Afternoon,Weekend,Autumn
5954,Coffee,2017-04-02 13:20:16,Afternoon,Weekend,Autumn
5954,Toast,2017-04-02 13:20:16,Afternoon,Weekend,Autumn
5955,Scone,2017-04-02 13:21:59,Afternoon,Weekend,Autumn
5956,Tea,2017-04-02 13:38:56,Afternoon,Weekend,Autumn
5956,Sandwich,2017-04-02 13:38:56,Afternoon,Weekend,Autumn
5957,Brownie,2017-04-02 13:40:38,Afternoon,Weekend,Autumn
5957,Coffee,2017-04-02 13:40:38,Afternoon,Weekend,Autumn
5957,Coffee,2017-04-02 13:40:38,Afternoon,Weekend,Autumn
5958,Sandwich,2017-04-02 13:42:36,Afternoon,Weekend,Autumn
5958,Sandwich,2017-04-02 13:42:36,Afternoon,Weekend,Autumn
5958,Bread,2017-04-02 13:42:36,Afternoon,Weekend,Autumn
5958,Coffee,2017-04-02 13:42:36,Afternoon,Weekend,Autumn
5959,Bread,2017-04-02 14:00:05,Afternoon,Weekend,Autumn
5959,Bread,2017-04-02 14:00:05,Afternoon,Weekend,Autumn
5960,Coffee,2017-04-02 14:18:23,Afternoon,Weekend,Autumn
5960,Coffee,2017-04-02 14:18:23,Afternoon,Weekend,Autumn
5960,Chicken Stew,2017-04-02 14:18:23,Afternoon,Weekend,Autumn
5960,Soup,2017-04-02 14:18:23,Afternoon,Weekend,Autumn
5960,Sandwich,2017-04-02 14:18:23,Afternoon,Weekend,Autumn
5961,Sandwich,2017-04-02 14:19:44,Afternoon,Weekend,Autumn
5961,Sandwich,2017-04-02 14:19:44,Afternoon,Weekend,Autumn
5961,Salad,2017-04-02 14:19:44,Afternoon,Weekend,Autumn
5961,Coffee,2017-04-02 14:19:44,Afternoon,Weekend,Autumn
5961,Coffee,2017-04-02 14:19:44,Afternoon,Weekend,Autumn
5961,Cake,2017-04-02 14:19:44,Afternoon,Weekend,Autumn
5962,Cake,2017-04-02 14:37:49,Afternoon,Weekend,Autumn
5963,Coffee,2017-04-02 14:40:54,Afternoon,Weekend,Autumn
5964,Cake,2017-04-02 14:46:29,Afternoon,Weekend,Autumn
5964,Scone,2017-04-02 14:46:29,Afternoon,Weekend,Autumn
5965,Scone,2017-04-02 14:50:06,Afternoon,Weekend,Autumn
5965,Coffee,2017-04-02 14:50:06,Afternoon,Weekend,Autumn
5965,Coffee,2017-04-02 14:50:06,Afternoon,Weekend,Autumn
5965,Coffee,2017-04-02 14:50:06,Afternoon,Weekend,Autumn
5965,Cake,2017-04-02 14:50:06,Afternoon,Weekend,Autumn
5966,Cake,2017-04-02 14:52:04,Afternoon,Weekend,Autumn
5966,Brownie,2017-04-02 14:52:04,Afternoon,Weekend,Autumn
5967,Salad,2017-04-02 14:54:37,Afternoon,Weekend,Autumn
5967,Sandwich,2017-04-02 14:54:37,Afternoon,Weekend,Autumn
5967,Tea,2017-04-02 14:54:37,Afternoon,Weekend,Autumn
5967,Tea,2017-04-02 14:54:37,Afternoon,Weekend,Autumn
5967,Scone,2017-04-02 14:54:37,Afternoon,Weekend,Autumn
5967,Cookies,2017-04-02 14:54:37,Afternoon,Weekend,Autumn
5968,Chicken Stew,2017-04-02 14:56:27,Afternoon,Weekend,Autumn
5968,Truffles,2017-04-02 14:56:27,Afternoon,Weekend,Autumn
5968,Juice,2017-04-02 14:56:27,Afternoon,Weekend,Autumn
5969,Coffee,2017-04-02 14:58:07,Afternoon,Weekend,Autumn
5969,Alfajores,2017-04-02 14:58:07,Afternoon,Weekend,Autumn
5969,Spanish Brunch,2017-04-02 14:58:07,Afternoon,Weekend,Autumn
5970,Coffee,2017-04-02 15:15:03,Afternoon,Weekend,Autumn
5971,Hot chocolate,2017-04-02 15:16:26,Afternoon,Weekend,Autumn
5971,Coffee,2017-04-02 15:16:26,Afternoon,Weekend,Autumn
5971,Cake,2017-04-02 15:16:26,Afternoon,Weekend,Autumn
5972,Coffee,2017-04-02 15:22:18,Afternoon,Weekend,Autumn
5972,Cake,2017-04-02 15:22:18,Afternoon,Weekend,Autumn
5973,Cake,2017-04-02 15:30:42,Afternoon,Weekend,Autumn
5973,Cake,2017-04-02 15:30:42,Afternoon,Weekend,Autumn
5973,Coffee,2017-04-02 15:30:42,Afternoon,Weekend,Autumn
5973,Hot chocolate,2017-04-02 15:30:42,Afternoon,Weekend,Autumn
5974,Sandwich,2017-04-02 15:31:18,Afternoon,Weekend,Autumn
5975,Cookies,2017-04-02 15:32:20,Afternoon,Weekend,Autumn
5976,Brownie,2017-04-02 15:50:03,Afternoon,Weekend,Autumn
5976,Coffee,2017-04-02 15:50:03,Afternoon,Weekend,Autumn
